Match_ID,Date,Sport,Country,Team,Player,Opponent,Venue,Matches_Played,Goals_or_Runs,Assists_or_Wickets,Win_Percentage,Fan_Attendance,Revenue_USD,Sponsorship_USD,Social_Media_Engagement,Ranking,MVP_Awards,Injury_Status,Season,Ticket_Price_USD
MATCH1281,30-07-2024,Tennis,Argentina,Davis Cup,Rohit Sharma,Carlson Ltd,National Ground,50,117,43,56.86,81916,4311496.16,966530.47,4335497,9,12,Recovering,2023,341.69
MATCH1282,27-02-2024,Cricket,Germany,England,Kylian Mbappe,"Coleman, Hernandez and Callahan",Sports Complex,1,179,16,39.86,17190,2000663.88,1498832.32,5747688,10,17,Fit,2024,163.8
MATCH1283,03-10-2023,Cricket,Brazil,CSK,Rohit Sharma,Duncan Ltd,Olympic Park,48,51,15,78.83,39787,1041825.38,409519.28,4199194,80,11,Fit,2023,68.74
MATCH1284,20-09-2024,Football,India,PSG,Kylian Mbappe,"Tucker, Coleman and Jones",Stadium A,31,95,39,45.23,80303,4345156.49,984156.68,8585399,36,12,Fit,2025,72.84
MATCH1285,04-05-2024,Olympics,Spain,Japan Olympic Team,Lionel Messi,Preston-Richardson,Sports Complex,23,100,43,82.07,64925,4882770.9,1397997.91,7728703,41,0,Fit,2025,113.27
MATCH1286,30-11-2023,Olympics,Germany,Team USA,Erling Haaland,Chung and Sons,National Ground,12,140,16,38.97,66780,4793048.82,689477.44,3095559,64,13,Fit,2024,353.35
MATCH1287,24-05-2025,Basketball,France,Celtics,LeBron James,Little Ltd,Olympic Park,12,146,8,98.34,94916,1150548.08,204240.13,4538994,31,17,Minor Injury,2024,106.07
MATCH1288,05-04-2025,Cricket,India,Pakistan,Virat Kohli,Alvarez-Brown,Olympic Park,32,34,40,61.36,99445,1585478.96,975807.29,4220645,72,18,Fit,2024,58.5
MATCH1289,09-08-2023,Cricket,Australia,India,Rafael Nadal,Morrison-Lee,Stadium A,29,190,21,40.78,52226,2806146.67,1864029.93,4333737,45,0,Minor Injury,2023,182.03
MATCH1290,13-08-2024,Olympics,Japan,India Olympic Team,Kylian Mbappe,Morgan-Dean,Arena B,50,72,22,46.01,71904,2442593.78,1474369.7,1325459,49,19,Minor Injury,2024,319.54
MATCH1291,17-10-2024,Cricket,Germany,Australia,Novak Djokovic,Brown Inc,Sports Complex,37,103,4,26.33,50039,1148807.52,637172.09,4898148,91,8,Recovering,2025,203.77
MATCH1292,04-02-2025,Tennis,Japan,Grand Slam,Kylian Mbappe,Lopez-Castillo,Olympic Park,27,42,11,88.34,21389,3641584.36,1325734.98,1353263,27,5,Minor Injury,2023,56.82
MATCH1293,27-01-2023,Tennis,France,ATP Tour,Kylian Mbappe,Harvey and Sons,Stadium A,7,67,39,32.42,90830,4658632.01,782743.18,3857954,32,9,Minor Injury,2025,71.94
MATCH1294,30-01-2023,Olympics,India,India Olympic Team,Stephen Curry,Davis Ltd,National Ground,31,119,34,94.79,76898,2229776.21,1939236.82,9057744,23,18,Recovering,2024,319.21
MATCH1295,20-06-2024,Olympics,Spain,Japan Olympic Team,LeBron James,Simpson LLC,National Ground,31,138,14,84.38,62915,1546262.25,827346.59,2622506,39,0,Fit,2025,409.54
MATCH1296,21-10-2023,Cricket,Argentina,England,Kylian Mbappe,Wilkins-Caldwell,Stadium A,45,125,48,58.17,6197,3831687.33,1596939.73,3889150,1,17,Minor Injury,2023,211.75
MATCH1297,09-02-2024,Olympics,England,Japan Olympic Team,Virat Kohli,"Santiago, Wilson and Carter",Olympic Park,25,56,16,26.34,86962,1205413.46,1530253.9,4571139,37,20,Recovering,2025,406.32
MATCH1298,23-05-2025,Tennis,USA,WTA Tour,Virat Kohli,Jones-Montoya,Arena B,19,28,40,56.43,64345,1367949.31,1247393.79,3160584,42,0,Fit,2023,485.16
MATCH1299,15-04-2023,Football,Australia,Barcelona,LeBron James,"Gutierrez, Dunlap and Murillo",Arena B,46,112,46,20.66,16822,761911.63,989691.21,5746345,54,9,Minor Injury,2024,237.21
MATCH1300,24-03-2023,Football,Brazil,Manchester City,Lionel Messi,Mckinney-Boyd,National Ground,50,100,4,63.46,28803,969039.54,1683870.88,6411806,2,3,Recovering,2023,198.55
MATCH1301,25-01-2025,Tennis,India,WTA Tour,Rohit Sharma,"Gonzalez, Peterson and Rivera",Olympic Park,48,197,6,61.69,32321,2369399.47,1364477.43,5246326,42,5,Recovering,2025,30.67
MATCH1302,17-09-2023,Olympics,Argentina,Team USA,LeBron James,Mitchell Ltd,Arena B,24,13,42,37.42,19801,1187469.53,871152.49,262794,22,8,Recovering,2023,203.95
MATCH1303,13-02-2023,Cricket,Japan,India,Rafael Nadal,Wu PLC,Sports Complex,10,95,49,27.16,25669,2504596.84,1373459.56,5687780,98,20,Fit,2023,184.2
MATCH1304,21-03-2025,Cricket,USA,CSK,Virat Kohli,Robinson Inc,Olympic Park,15,81,35,83.08,50523,4029571.63,880244.2,3247420,3,12,Minor Injury,2025,76.02
MATCH1305,24-12-2024,Football,Argentina,PSG,Kylian Mbappe,Parker-Rice,National Ground,35,178,31,35.18,29461,2722666.52,650743.35,7868359,36,19,Recovering,2023,43.75
MATCH1306,30-10-2023,Cricket,Australia,Pakistan,Kylian Mbappe,Powers PLC,National Ground,30,0,49,71.04,54681,3670952.13,1766450.08,6118168,100,19,Fit,2024,363.29
MATCH1307,14-07-2023,Olympics,Spain,Japan Olympic Team,Rafael Nadal,Jackson-Walker,Sports Complex,10,156,18,45.81,89004,1616900.04,197031.31,1128702,6,4,Fit,2023,109.02
MATCH1308,12-04-2023,Tennis,India,WTA Tour,Erling Haaland,Harper and Sons,Olympic Park,43,125,33,69.92,82371,1287133.27,735876.27,1199067,2,6,Recovering,2024,464.92
MATCH1309,31-03-2025,Football,India,PSG,Stephen Curry,Johnson and Sons,Sports Complex,48,106,23,83.54,12641,4119978.4,535302.19,692046,94,2,Minor Injury,2023,472.86
MATCH1310,14-04-2023,Olympics,England,Team USA,Kylian Mbappe,Jensen-Harrison,Olympic Park,13,49,33,72.55,79714,3130372.02,361901.29,9374062,54,3,Recovering,2025,185.4
MATCH1311,17-04-2023,Tennis,Brazil,Davis Cup,Virat Kohli,Mckenzie LLC,Sports Complex,26,129,21,72.6,74979,4992183.52,888809.28,5921017,41,17,Minor Injury,2024,212.05
MATCH1312,15-09-2024,Tennis,England,Grand Slam,Erling Haaland,Aguilar Inc,Sports Complex,14,96,49,64.02,38303,1806442.64,907544.93,6672074,1,1,Minor Injury,2025,17.99
MATCH1313,07-01-2023,Cricket,Australia,England,Rohit Sharma,"Nash, Juarez and Anderson",Arena B,21,5,49,85.76,95402,4113463.92,1838628.61,8587712,72,18,Recovering,2023,56.2
MATCH1314,09-06-2023,Tennis,Brazil,Grand Slam,LeBron James,Banks-Grimes,National Ground,38,63,14,40.5,44361,468606.56,802597.51,3657992,94,2,Recovering,2024,398.52
MATCH1315,25-04-2025,Cricket,Japan,Pakistan,Cristiano Ronaldo,Stevens Ltd,Sports Complex,42,76,2,78.46,80534,1913915.09,1561343.21,5620127,45,13,Minor Injury,2023,436.2
MATCH1316,12-01-2023,Cricket,France,CSK,Lionel Messi,Hoffman and Sons,National Ground,34,10,20,63.19,24605,1640889.82,1397048.46,2580227,7,12,Minor Injury,2025,291.87
MATCH1317,18-03-2024,Football,Australia,Barcelona,Novak Djokovic,Williams and Sons,Arena B,9,86,5,58.07,11463,2745280.5,528803.16,6696174,65,13,Recovering,2023,383.4
MATCH1318,14-05-2024,Tennis,France,WTA Tour,Erling Haaland,"Chapman, Robinson and Kennedy",Arena B,36,157,47,61.94,36760,367503.46,1554659.94,5435946,88,18,Fit,2023,339.16
MATCH1319,23-12-2023,Tennis,England,Grand Slam,Stephen Curry,Harrington LLC,National Ground,39,167,1,81.57,27184,4938383.07,1234360.88,7429054,80,4,Minor Injury,2023,462.86
MATCH1320,02-12-2024,Cricket,Germany,Australia,Virat Kohli,"Gonzalez, Rasmussen and Calderon",Stadium A,8,189,3,39.44,86396,4634381.18,1738160.94,4836554,2,10,Recovering,2023,159.51
MATCH1321,06-12-2023,Tennis,England,ATP Tour,Kylian Mbappe,Taylor Inc,Arena B,14,139,33,80.03,76932,2420301.39,1461197.55,2381416,89,0,Minor Injury,2025,453.96
MATCH1322,19-09-2023,Olympics,Brazil,Team USA,Lionel Messi,"Harrison, Medina and Smith",National Ground,13,178,39,41.7,65943,3277241.78,21626.68,6530383,85,8,Recovering,2025,186.51
MATCH1323,27-10-2023,Football,France,Real Madrid,Rohit Sharma,Duran Group,Olympic Park,33,181,6,92.31,68525,4335196,1065463.49,3137564,26,16,Minor Injury,2025,463.91
MATCH1324,11-09-2023,Football,Spain,Real Madrid,LeBron James,"Murphy, Thomas and Adams",National Ground,32,100,47,32.56,50453,3424713.66,713979.38,5082192,31,16,Minor Injury,2023,316.64
MATCH1325,22-07-2024,Tennis,Australia,ATP Tour,Rohit Sharma,"Casey, Mccall and Lin",Arena B,22,100,42,30.98,55096,2608382.04,1357599.82,3825608,54,7,Recovering,2023,218.97
MATCH1326,04-12-2023,Basketball,Argentina,Nets,Kylian Mbappe,Davis and Sons,Arena B,14,167,8,66.48,94659,4002524.25,1725862.38,5194132,89,16,Fit,2024,497.89
MATCH1327,11-06-2023,Cricket,Germany,CSK,Cristiano Ronaldo,"Mathews, Gonzalez and Johnson",Sports Complex,35,184,7,34.73,24073,3638126.87,1532042.85,6956441,53,9,Minor Injury,2025,467.55
MATCH1328,08-03-2025,Basketball,England,Warriors,Cristiano Ronaldo,"Bennett, James and Gomez",Arena B,12,6,48,98.88,85864,1341644.44,1136250.97,3884049,77,7,Fit,2025,22.78
MATCH1329,18-05-2023,Football,Spain,PSG,Erling Haaland,Gonzalez Ltd,Olympic Park,46,166,23,34.72,55785,2462313.53,279337.88,3252361,29,1,Minor Injury,2023,463.46
MATCH1330,30-01-2025,Tennis,England,WTA Tour,Rohit Sharma,Townsend PLC,Stadium A,12,112,39,59.2,47584,4335206.78,1775735.9,7183194,52,1,Recovering,2025,413.92
MATCH1331,18-09-2024,Basketball,Japan,Bulls,Erling Haaland,Smith PLC,Sports Complex,34,164,45,82.95,73242,555488.3,916516.35,721620,32,16,Recovering,2024,492.08
MATCH1332,01-02-2024,Football,Spain,Bayern Munich,Lionel Messi,Scott-Walters,Arena B,19,112,25,90.75,42475,2312122.35,847812.05,925141,89,16,Fit,2024,416.65
MATCH1333,09-01-2025,Tennis,Spain,ATP Tour,Cristiano Ronaldo,Mcdonald-Martin,Arena B,50,149,44,63.71,56520,2073660.93,904517.28,3011084,59,18,Recovering,2023,442.45
MATCH1334,28-11-2023,Football,Brazil,Manchester City,Cristiano Ronaldo,Lee LLC,Stadium A,8,180,28,70.73,16181,2623848.36,771254.31,8594338,79,5,Minor Injury,2025,196.5
MATCH1335,02-08-2024,Cricket,Brazil,England,Virat Kohli,"Stark, Charles and Stein",Arena B,12,196,45,24.1,45378,1554496.34,1538417.69,7496970,37,20,Fit,2023,450.29
MATCH1336,29-09-2024,Cricket,Australia,India,Lionel Messi,Davis and Sons,Olympic Park,32,127,34,84.6,84689,4414687.57,479567.32,9889470,85,15,Minor Injury,2024,226.52
MATCH1337,08-09-2023,Olympics,Spain,Team USA,LeBron James,Hill-Koch,Sports Complex,41,142,13,23.91,24432,284769.05,701294.57,2448977,5,18,Recovering,2024,172.24
MATCH1338,22-04-2023,Football,France,Real Madrid,Virat Kohli,Campbell PLC,Arena B,44,72,39,72.87,96730,2978895.24,1575678.62,2986601,59,18,Minor Injury,2023,55.63
MATCH1339,13-01-2024,Basketball,France,Celtics,Cristiano Ronaldo,Hicks-Garcia,Olympic Park,36,16,18,57.67,20993,3476151,552464.99,8852477,53,16,Fit,2025,112.43
MATCH1340,08-08-2024,Football,Spain,Real Madrid,Cristiano Ronaldo,Cruz-Nelson,Olympic Park,47,176,38,94.71,97642,1443064.65,1219644.99,5319796,34,16,Recovering,2025,183.39
MATCH1341,30-07-2024,Cricket,Argentina,CSK,Kylian Mbappe,Brooks Group,Olympic Park,32,46,39,38.62,43074,4896495.72,8153.93,412431,60,20,Fit,2025,425.55
MATCH1342,28-02-2024,Olympics,India,Japan Olympic Team,Stephen Curry,"Sanchez, Sweeney and Maynard",National Ground,36,163,13,20.9,31370,3453185.14,512562.96,1148100,40,9,Recovering,2025,168.72
MATCH1343,03-12-2024,Football,Germany,Real Madrid,Stephen Curry,Peterson Group,Olympic Park,47,145,39,96.81,28020,978137.74,1668481.47,8048102,61,1,Recovering,2023,245.93
MATCH1344,18-04-2024,Tennis,France,Grand Slam,Lionel Messi,"Cruz, Velez and Wallace",Sports Complex,20,144,46,74.26,77768,2684068.52,420483.63,5575326,46,2,Fit,2024,421.96
MATCH1345,03-10-2024,Basketball,Spain,Bulls,Virat Kohli,Walker PLC,Sports Complex,39,99,11,67.62,45407,3529278.26,632426.3,540633,35,13,Fit,2024,439.75
MATCH1346,29-04-2025,Basketball,Australia,Bulls,Rohit Sharma,Washington-Ward,Sports Complex,20,44,7,49.94,9901,3891174.05,1827140.92,7455293,65,0,Minor Injury,2025,85.5
MATCH1347,20-01-2025,Basketball,Spain,Bulls,LeBron James,Cooper-Hunter,National Ground,10,196,6,85.77,72652,3386819.27,269770.73,623249,59,12,Recovering,2025,66.76
MATCH1348,04-12-2024,Basketball,Japan,Lakers,Cristiano Ronaldo,"Simon, Trujillo and Parker",National Ground,30,11,6,61.65,91374,3730318.08,49848.12,5246888,82,6,Minor Injury,2023,104.35
MATCH1349,23-11-2023,Basketball,Argentina,Nets,Cristiano Ronaldo,"Morris, Austin and Thompson",National Ground,10,40,17,29.16,86650,2802532.56,209238.71,9112121,45,17,Minor Injury,2024,79.36
MATCH1350,08-09-2023,Basketball,Brazil,Nets,Cristiano Ronaldo,"Larson, Robinson and Jones",National Ground,40,86,34,55.49,22049,154673.5,1807068.35,856511,14,12,Fit,2023,218.97
MATCH1351,29-08-2024,Cricket,Argentina,CSK,Erling Haaland,Shaw-Palmer,National Ground,20,85,12,77.03,92932,4048406.12,161698.49,7823071,73,4,Fit,2025,239.46
MATCH1352,01-12-2024,Tennis,Argentina,Grand Slam,Rafael Nadal,Moore PLC,Arena B,15,36,39,40.64,52638,1966463.82,1400731.17,5551983,42,14,Minor Injury,2023,42.03
MATCH1353,05-05-2024,Football,Argentina,Manchester City,Virat Kohli,Garcia LLC,National Ground,50,89,38,65.97,71577,523631.73,1636018.02,1804848,42,17,Recovering,2023,398.29
MATCH1354,15-02-2024,Olympics,Japan,Japan Olympic Team,Novak Djokovic,Schmidt-Smith,Arena B,40,62,35,32.72,68225,1925244.13,684724.75,9924834,56,13,Recovering,2024,276.82
MATCH1355,09-11-2024,Cricket,USA,Australia,Erling Haaland,"Morgan, Chen and Roth",Olympic Park,8,151,38,57.03,77756,497293.01,893206.38,5177981,52,2,Recovering,2023,345.9
MATCH1356,02-12-2023,Olympics,Argentina,Japan Olympic Team,Lionel Messi,Garcia-Grimes,Stadium A,14,35,37,92.26,88379,4051098.45,1515370.05,2513436,58,17,Minor Injury,2024,311.63
MATCH1357,30-07-2023,Tennis,Germany,WTA Tour,LeBron James,Miller Group,Sports Complex,44,77,27,77.42,50123,4951543.39,1167540.32,8573491,52,4,Minor Injury,2023,190.92
MATCH1358,01-01-2023,Olympics,Spain,Team USA,Stephen Curry,Davis-Davis,Stadium A,19,7,15,54.54,82353,1977398.94,639663.98,6432144,52,12,Minor Injury,2025,113.5
MATCH1359,23-05-2023,Cricket,England,Pakistan,Kylian Mbappe,Clayton-Brown,Olympic Park,24,106,9,43.08,92826,636490.28,28147.49,273533,19,15,Recovering,2024,487.74
MATCH1360,21-05-2023,Cricket,France,India,Rafael Nadal,Henderson-Henry,Sports Complex,28,159,11,56.35,60590,2764729.65,902841.31,5971066,29,5,Minor Injury,2025,13.64
MATCH1361,30-12-2024,Tennis,Spain,WTA Tour,LeBron James,Romero Group,Olympic Park,35,147,23,22.68,9963,2845066.39,1411240.67,1908583,75,15,Recovering,2023,79.62
MATCH1362,21-04-2024,Olympics,Spain,China Olympic Team,Cristiano Ronaldo,Mitchell-Morrison,Sports Complex,40,22,15,57.8,91997,4802451.12,160773.43,9056228,75,9,Recovering,2023,452.76
MATCH1363,25-04-2024,Olympics,Argentina,Team USA,Kylian Mbappe,"Warren, Weber and Cook",Olympic Park,37,187,21,53.68,43616,1453150.13,75475.85,5111462,94,18,Minor Injury,2023,318.36
MATCH1364,09-08-2024,Olympics,India,India Olympic Team,LeBron James,"Nelson, Sanchez and Jackson",Sports Complex,2,73,31,26.6,71269,393542.68,1568606.83,4238713,17,19,Minor Injury,2024,430.35
MATCH1365,10-09-2024,Football,Brazil,Real Madrid,Erling Haaland,Thomas-Cain,Arena B,43,114,23,84.63,39242,3914813.25,476210.78,3043474,68,1,Minor Injury,2023,484
MATCH1366,07-05-2025,Olympics,Argentina,India Olympic Team,Novak Djokovic,Rivers-Sharp,Olympic Park,16,169,28,78.08,26926,1062175.17,1470050.42,5799409,7,20,Minor Injury,2023,35.74
MATCH1367,02-05-2024,Tennis,Australia,Davis Cup,Rafael Nadal,Thornton LLC,Sports Complex,15,97,43,76.45,67205,1320499.51,1063232.05,7303631,2,9,Minor Injury,2024,342.46
MATCH1368,10-04-2023,Olympics,Spain,Team USA,Stephen Curry,Reed-Douglas,Olympic Park,40,166,17,46.8,40007,4013558.64,514411.12,9810860,51,14,Recovering,2025,128.48
MATCH1369,16-06-2024,Olympics,Germany,India Olympic Team,Virat Kohli,Mason-Williamson,National Ground,36,2,43,20.68,13906,69687.44,199909.03,1753274,88,14,Minor Injury,2023,365.37
MATCH1370,04-02-2023,Basketball,India,Warriors,Erling Haaland,Diaz-Jackson,Stadium A,4,152,42,91.52,33419,4752939.91,1277975.36,2022881,12,19,Fit,2024,331.63
MATCH1371,24-04-2023,Olympics,Brazil,India Olympic Team,LeBron James,Carter and Sons,National Ground,30,169,4,71.1,41226,3849102.06,1385981.88,5435820,33,5,Fit,2024,390.78
MATCH1372,07-12-2023,Tennis,India,Davis Cup,LeBron James,"Ortiz, Watson and Mccormick",National Ground,12,112,4,59.34,31302,3055406.41,360992.13,8265351,14,4,Recovering,2024,117.01
MATCH1373,02-01-2025,Football,Australia,PSG,Cristiano Ronaldo,Mcdonald-Hudson,Stadium A,5,18,36,78.2,63442,103636.32,997914.25,24556,5,12,Minor Injury,2023,353.03
MATCH1374,11-06-2024,Tennis,Argentina,ATP Tour,Rafael Nadal,"Nash, Evans and Hester",Olympic Park,26,186,49,84.98,14188,2705242.3,11598.18,8097731,16,18,Recovering,2024,173.39
MATCH1375,26-02-2023,Basketball,USA,Bulls,Stephen Curry,Gilmore-Scott,Sports Complex,22,20,29,80.84,43005,3242484.93,357353.52,669867,50,6,Minor Injury,2025,201.15
MATCH1376,13-05-2024,Football,USA,Manchester City,Rafael Nadal,Lopez LLC,Arena B,9,9,12,22.03,82718,1200040.81,780591.23,9078958,83,9,Minor Injury,2025,482.83
MATCH1377,07-02-2023,Tennis,Germany,ATP Tour,Lionel Messi,Downs-Ferguson,National Ground,47,10,25,29.45,90701,3339908.93,919448.88,9012006,20,18,Fit,2023,28.07
MATCH1378,31-10-2024,Cricket,India,Pakistan,Rafael Nadal,Clayton-Maynard,Sports Complex,3,62,44,71.9,6882,869522.55,104666.2,5166264,13,14,Recovering,2023,419.32
MATCH1379,27-04-2023,Football,Argentina,Real Madrid,Erling Haaland,"Beasley, Camacho and Lester",Sports Complex,15,16,12,54.1,93918,2016022.97,246000.87,9673122,70,4,Minor Injury,2023,384.47
MATCH1380,10-12-2023,Olympics,USA,India Olympic Team,Cristiano Ronaldo,Robles-Barnes,National Ground,10,193,26,33.44,53487,2771504.57,880129.12,9774101,6,4,Fit,2025,310.1
MATCH1381,19-06-2025,Cricket,Argentina,India,Cristiano Ronaldo,"Russell, Wright and Ali",Stadium A,1,45,5,76.54,82821,4435706.56,835363.37,7996164,89,4,Fit,2023,323.51
MATCH1382,26-02-2024,Olympics,England,Japan Olympic Team,Virat Kohli,"Morrison, Scott and Hampton",Sports Complex,45,9,38,34.4,70521,3064128.59,180602.28,5063293,45,13,Fit,2025,125.46
MATCH1383,08-04-2023,Football,Japan,Bayern Munich,Stephen Curry,Morris Group,Sports Complex,33,56,29,81.63,91419,1048462.43,110872.69,1900441,20,15,Minor Injury,2023,88.28
MATCH1384,22-10-2024,Football,Germany,Real Madrid,LeBron James,"Hooper, Hunt and Johnson",Arena B,28,64,21,69.35,64394,226154.24,1482131.69,9025415,23,5,Fit,2024,262.3
MATCH1385,08-01-2025,Football,Argentina,Barcelona,Erling Haaland,"Davis, Stone and Davis",Sports Complex,21,107,12,79.77,47688,1158015.55,224715.07,3831548,13,7,Recovering,2024,436.24
MATCH1386,17-03-2023,Tennis,Argentina,WTA Tour,Erling Haaland,Brown Ltd,Olympic Park,4,111,9,37.29,84879,2280404.45,777723.96,2298489,59,6,Recovering,2024,488.02
MATCH1387,11-05-2023,Cricket,India,England,Erling Haaland,Heath Ltd,Stadium A,18,34,7,88.13,65106,2096936.91,1521877.47,3698530,38,19,Fit,2025,476.85
MATCH1388,20-07-2024,Cricket,England,CSK,Cristiano Ronaldo,Todd Group,Olympic Park,34,125,13,67.33,65655,1403062.68,1461385.42,4148170,32,10,Minor Injury,2025,118.98
MATCH1389,10-08-2024,Olympics,India,India Olympic Team,Novak Djokovic,"Martinez, Thornton and Farrell",Stadium A,3,120,46,81.49,9406,2134231.24,791668.71,1654153,58,15,Fit,2023,283.66
MATCH1390,12-08-2023,Football,Brazil,PSG,Stephen Curry,Morgan Inc,National Ground,16,165,5,21.27,92691,1531134.65,1408092.45,9579401,96,18,Fit,2024,237.24
MATCH1391,09-07-2023,Cricket,Germany,Pakistan,Rafael Nadal,Davis Inc,Stadium A,41,18,24,91.47,48634,2659292.43,596697.01,4536314,90,19,Recovering,2025,399.29
MATCH1392,10-12-2023,Football,India,Bayern Munich,Kylian Mbappe,Bailey and Sons,National Ground,4,28,24,49.25,86151,213962.93,736033.83,9384948,91,2,Recovering,2025,389.05
MATCH1393,02-09-2023,Cricket,Spain,England,Cristiano Ronaldo,Larson-Williams,Olympic Park,48,192,37,89.69,97123,1056871.94,1491308.35,3792209,42,11,Minor Injury,2025,343.31
MATCH1394,06-03-2023,Basketball,Germany,Lakers,Stephen Curry,Mills-Ibarra,Olympic Park,32,128,33,86.36,66625,3552028.19,1358225.04,8949831,38,14,Recovering,2024,401.95
MATCH1395,13-04-2024,Football,USA,Barcelona,Cristiano Ronaldo,Cooper-Allen,Olympic Park,12,73,4,28.75,41168,569002.66,300168.32,2534938,27,16,Recovering,2023,153.65
MATCH1396,30-04-2024,Olympics,Germany,India Olympic Team,Novak Djokovic,Terry LLC,Olympic Park,48,165,1,43.32,13250,119962.73,1604968.26,8727785,83,10,Minor Injury,2025,177.97
MATCH1397,30-08-2024,Basketball,Spain,Bulls,Kylian Mbappe,Bennett-Conway,Olympic Park,30,77,36,30.56,45172,866968.26,523714.88,8134251,48,9,Fit,2023,183.03
MATCH1398,25-09-2024,Tennis,Brazil,WTA Tour,Kylian Mbappe,Dougherty-Short,National Ground,12,44,45,75.43,92340,3974341.83,326703.15,1971547,6,10,Recovering,2023,226.04
MATCH1399,30-07-2023,Basketball,Spain,Warriors,Lionel Messi,Mendoza-Velez,National Ground,23,37,23,55.87,26311,2672878.36,247372.6,428175,52,15,Fit,2024,464.63
MATCH1400,26-01-2025,Cricket,Spain,India,Kylian Mbappe,Mason-Steele,National Ground,42,180,18,57.91,42988,4848331.73,1509552.5,9635551,86,4,Recovering,2025,454.37
MATCH1401,06-12-2024,Tennis,USA,Grand Slam,Rafael Nadal,"Erickson, Cervantes and Robertson",Stadium A,9,173,35,29.35,8250,2014133.31,1682549.45,7492180,46,2,Minor Injury,2023,307.99
MATCH1402,23-06-2024,Cricket,England,CSK,LeBron James,"Evans, Smith and Moore",Arena B,2,21,34,87.96,93744,3361073.3,179316.99,8596369,51,6,Minor Injury,2024,305.55
MATCH1403,13-11-2024,Olympics,Germany,Team USA,Novak Djokovic,Reyes-Phillips,Arena B,46,109,23,50.89,6597,1430405.32,705953.29,7485525,72,2,Fit,2025,445.02
MATCH1404,23-10-2023,Tennis,Brazil,Davis Cup,Novak Djokovic,"Owens, Bishop and Jones",Olympic Park,9,150,38,26.89,32234,1523123.38,1976822.94,8823089,43,2,Recovering,2024,53.34
MATCH1405,29-02-2024,Tennis,Brazil,Grand Slam,Kylian Mbappe,Lopez-Powell,Olympic Park,46,145,48,93.19,31117,938172.03,766630.22,9302345,63,1,Minor Injury,2025,158.92
MATCH1406,18-08-2023,Olympics,India,Japan Olympic Team,Lionel Messi,"Brown, Miller and Riley",Arena B,17,76,40,86.74,66936,629642.85,1333497.36,4836621,54,5,Minor Injury,2025,325.95
MATCH1407,22-02-2025,Football,Australia,Real Madrid,Rafael Nadal,Avila Ltd,Stadium A,39,190,23,66.49,79130,2185981.87,519533.52,7996637,89,3,Minor Injury,2025,369.15
MATCH1408,16-06-2023,Football,Japan,Manchester City,Lionel Messi,Gonzales-Rocha,Arena B,21,118,44,30.84,26405,273912.76,725521.08,5982425,7,9,Minor Injury,2025,323.08
MATCH1409,18-07-2023,Football,Brazil,Bayern Munich,Cristiano Ronaldo,Rice-Estrada,Sports Complex,49,42,34,45.81,46446,4135841.76,1371509.47,5061155,35,11,Fit,2025,294.22
MATCH1410,21-05-2023,Cricket,Spain,India,LeBron James,"Malone, Lee and Johnson",National Ground,50,124,26,47.23,26368,521065.11,313337.05,3719668,25,17,Recovering,2025,417.39
MATCH1411,03-03-2024,Olympics,Argentina,Team USA,Cristiano Ronaldo,"Mcdowell, Torres and Hill",Stadium A,9,4,30,47.86,95577,1819217.14,1634992.21,8786515,98,10,Fit,2025,159.3
MATCH1412,12-05-2023,Football,Brazil,Barcelona,Rohit Sharma,"Rios, Brown and Shaw",National Ground,9,53,8,98.49,60680,3457182.5,1569139.3,1314181,3,15,Minor Injury,2023,106.21
MATCH1413,30-08-2024,Football,India,Bayern Munich,Rafael Nadal,"Martin, Anderson and Patel",Stadium A,17,11,4,44.13,6346,3775205.85,1565829.77,3456060,76,6,Fit,2025,182.25
MATCH1414,16-05-2025,Football,Australia,Barcelona,Erling Haaland,Rhodes Ltd,National Ground,23,41,32,82.46,85341,1216694.39,1142619.54,1672717,75,0,Recovering,2023,360.75
MATCH1415,11-02-2025,Basketball,Spain,Warriors,Lionel Messi,Wilson-Nicholson,Stadium A,14,129,45,57.98,96505,2951009.05,882133.33,1810606,24,11,Minor Injury,2024,114.99
MATCH1416,26-04-2023,Cricket,Germany,Pakistan,Cristiano Ronaldo,Brown-Estrada,Olympic Park,8,133,8,59.67,52349,3526607.27,1116478.59,691298,11,10,Minor Injury,2023,198.54
MATCH1417,04-12-2024,Tennis,Argentina,Grand Slam,Rohit Sharma,"Flores, Mcclain and Zamora",Sports Complex,27,74,27,35.1,14123,4474825.69,1605860.62,6174643,23,0,Recovering,2024,339.33
MATCH1418,19-06-2024,Tennis,USA,Davis Cup,Cristiano Ronaldo,"Berry, Bray and Francis",Arena B,26,102,44,67.24,18332,3709746.48,1785393.12,2840705,9,11,Fit,2024,108.13
MATCH1419,27-08-2023,Tennis,France,ATP Tour,Rafael Nadal,Cummings-Lee,National Ground,49,182,49,66.55,40779,3783951.69,1602963.54,6724837,46,15,Recovering,2025,475.57
MATCH1420,31-05-2023,Tennis,Argentina,Grand Slam,Cristiano Ronaldo,Weaver PLC,Stadium A,17,125,31,38.47,22643,158320.36,1476907.72,1154687,64,0,Fit,2024,306.25
MATCH1421,07-11-2023,Basketball,Japan,Warriors,Erling Haaland,Jones-Myers,Stadium A,49,19,42,80.13,69512,3965729.76,407853.85,8363359,63,16,Minor Injury,2025,178.37
